,text
4996,"Since, toss’d from shores to shores, from lands to lands,"
4997,"Inhospitable rocks and barren sands,"
4998,"Wand’ring in exile thro’ the stormy sea,"
4999,We search in vain for flying Italy.
5000,"Now cast by fortune on this kindred land,"
5001,"What should our rest and rising walls withstand,"
5002,Or hinder here to fix our banish’d band?
5003,"O country lost, and gods redeem’d in vain,"
5004,If still in endless exile we remain!
5005,"Shall we no more the Trojan walls renew,"
5006,Or streams of some dissembled Simois view!
5007,"Haste, join with me, th’ unhappy fleet consume!"
5008,Cassandra bids; and I declare her doom.
5009,In sleep I saw her; she supplied my hands
5010,(For this I more than dreamt) with flaming brands:
5011,"‘With these,’ said she, ‘these wand’ring ships destroy:"
5012,"These are your fatal seats, and this your Troy.’"
5013,Time calls you now; the precious hour employ:
5014,"Slack not the good presage, while Heav’n inspires"
5015,"Our minds to dare, and gives the ready fires."
5016,See! Neptune’s altars minister their brands:
5017,The god is pleas’d; the god supplies our hands.”
5018,"Then from the pile a flaming fire she drew,"
5019,"And, toss’d in air, amidst the galleys threw."
5020,"Wrapp’d in amaze, the matrons wildly stare:"
5021,"Then Pyrgo, reverenc’d for her hoary hair,"
5022,"Pyrgo, the nurse of Priam’s num’rous race:"
5023,"“No Beroe this, tho’ she belies her face!"
5024,What terrors from her frowning front arise!
5025,Behold a goddess in her ardent eyes!
5026,What rays around her heav’nly face are seen!
5027,"Mark her majestic voice, and more than mortal mien!"
5028,"Beroe but now I left, whom, pin’d with pain,"
5029,"Her age and anguish from these rites detain,”"
5030,"She said. The matrons, seiz’d with new amaze,"
5031,"Roll their malignant eyes, and on the navy gaze."
5032,"They fear, and hope, and neither part obey:"
5033,"They hope the fated land, but fear the fatal way."
5034,"The goddess, having done her task below,"
5035,"Mounts up on equal wings, and bends her painted bow."
5036,"Struck with the sight, and seiz’d with rage divine,"
5037,The matrons prosecute their mad design:
5038,"They shriek aloud; they snatch, with impious hands,"
5039,The food of altars; fires and flaming brands.
5040,"Green boughs and saplings, mingled in their haste,"
5041,"And smoking torches, on the ships they cast."
5042,"The flame, unstopp’d at first, more fury gains,"
5043,And Vulcan rides at large with loosen’d reins:
5044,"Triumphant to the painted sterns he soars,"
5045,"And seizes, in this way, the banks and crackling oars."
5046,"Eumelus was the first the news to bear,"
5047,While yet they crowd the rural theatre.
5048,"Then, what they hear, is witness’d by their eyes:"
5049,A storm of sparkles and of flames arise.
5050,"Ascanius took th’ alarm, while yet he led"
5051,"His early warriors on his prancing steed,"
5052,"And, spurring on, his equals soon o’erpass’d;"
5053,Nor could his frighted friends reclaim his haste.
5054,"Soon as the royal youth appear’d in view,"
5055,He sent his voice before him as he flew:
5056,"“What madness moves you, matrons, to destroy"
5057,The last remainders of unhappy Troy!
5058,"Not hostile fleets, but your own hopes, you burn,"
5059,And on your friends your fatal fury turn.
5060,"Behold your own Ascanius!” While he said,"
5061,"He drew his glitt’ring helmet from his head,"
5062,In which the youths to sportful arms he led.
5063,"By this, Aeneas and his train appear;"
5064,"And now the women, seiz’d with shame and fear,"
5065,"Dispers’d, to woods and caverns take their flight,"
5066,"Abhor their actions, and avoid the light;"
5067,"Their friends acknowledge, and their error find,"
5068,And shake the goddess from their alter’d mind.
5069,"Not so the raging fires their fury cease,"
5070,"But, lurking in the seams, with seeming peace,"
5071,"Work on their way amid the smould’ring tow,"
5072,"Sure in destruction, but in motion slow."
5073,"The silent plague thro’ the green timber eats,"
5074,And vomits out a tardy flame by fits.
5075,"Down to the keels, and upward to the sails,"
5076,"The fire descends, or mounts, but still prevails;"
5077,"Nor buckets pour’d, nor strength of human hand,"
5078,Can the victorious element withstand.
5079,"The pious hero rends his robe, and throws"
5080,"To heav’n his hands, and with his hands his vows."
5081,"“O Jove,” he cried, “if pray’rs can yet have place;"
5082,If thou abhorr’st not all the Dardan race;
5083,If any spark of pity still remain;
5084,"If gods are gods, and not invok’d in vain;"
5085,Yet spare the relics of the Trojan train!
5086,"Yet from the flames our burning vessels free,"
5087,Or let thy fury fall alone on me!
5088,"At this devoted head thy thunder throw,"
5089,And send the willing sacrifice below!”
5090,"Scarce had he said, when southern storms arise:"
5091,From pole to pole the forky lightning flies;
5092,Loud rattling shakes the mountains and the plain;
5093,"Heav’n bellies downward, and descends in rain."
5094,"Whole sheets of water from the clouds are sent,"
5095,"Which, hissing thro’ the planks, the flames prevent,"
5096,And stop the fiery pest. Four ships alone
5097,"Burn to the waist, and for the fleet atone."
5098,But doubtful thoughts the hero’s heart divide;
5099,"If he should still in Sicily reside,"
5100,"Forgetful of his fates, or tempt the main,"
5101,In hope the promis’d Italy to gain.
5102,"Then Nautes, old and wise, to whom alone"
5103,The will of Heav’n by Pallas was foreshown;
5104,"Vers’d in portents, experienc’d, and inspir’d"
5105,"To tell events, and what the fates requir’d;"
5106,"Thus while he stood, to neither part inclin’d,"
5107,With cheerful words reliev’d his lab’ring mind:
5108,"“O goddess-born, resign’d in ev’ry state,"
5109,"With patience bear, with prudence push your fate."
5110,"By suff’ring well, our Fortune we subdue;"
5111,"Fly when she frowns, and, when she calls, pursue."
5112,Your friend Acestes is of Trojan kind;
5113,To him disclose the secrets of your mind:
5114,Trust in his hands your old and useless train;
5115,Too num’rous for the ships which yet remain:
5116,"The feeble, old, indulgent of their ease,"
5117,"The dames who dread the dangers of the seas,"
5118,"With all the dastard crew, who dare not stand"
5119,The shock of battle with your foes by land.
5120,"Here you may build a common town for all,"
5121,"And, from Acestes’ name, Acesta call.”"
5122,"The reasons, with his friend’s experience join’d,"
5123,"Encourag’d much, but more disturb’d his mind."
5124,’Twas dead of night; when to his slumb’ring eyes
5125,"His father’s shade descended from the skies,"
5126,"And thus he spoke: “O more than vital breath,"
5127,"Lov’d while I liv’d, and dear ev’n after death;"
5128,"O son, in various toils and troubles toss’d,"
5129,The King of Heav’n employs my careful ghost
5130,"On his commands: the god, who sav’d from fire"
5131,"Your flaming fleet, and heard your just desire."
5132,"The wholesome counsel of your friend receive,"
5133,And here the coward train and woman leave:
5134,"The chosen youth, and those who nobly dare,"
5135,"Transport, to tempt the dangers of the war."
5136,The stern Italians will their courage try;
5137,"Rough are their manners, and their minds are high."
5138,"But first to Pluto’s palace you shall go,"
5139,And seek my shade among the blest below:
5140,"For not with impious ghosts my soul remains,"
5141,"Nor suffers with the damn’d perpetual pains,"
5142,But breathes the living air of soft Elysian plains.
5143,"The chaste Sibylla shall your steps convey,"
5144,And blood of offer’d victims free the way.
5145,"There shall you know what realms the gods assign,"
5146,And learn the fates and fortunes of your line.
5147,"But now, farewell! I vanish with the night,"
5148,And feel the blast of heav’n’s approaching light.”
5149,"He said, and mix’d with shades, and took his airy flight."
5150,“Whither so fast?” the filial duty cried;
5151,"“And why, ah why, the wish’d embrace denied?”"
5152,"He said, and rose; as holy zeal inspires,"
5153,"He rakes hot embers, and renews the fires;"
5154,His country gods and Vesta then adores
5155,"With cakes and incense, and their aid implores."
5156,"Next, for his friends and royal host he sent,"
5157,"Reveal’d his vision, and the gods’ intent,"
5158,"With his own purpose. All, without delay,"
5159,"The will of Jove, and his desires obey."
5160,"They list with women each degenerate name,"
5161,Who dares not hazard life for future fame.
5162,"These they cashier: the brave remaining few,"
5163,"Oars, banks, and cables, half consum’d, renew."
5164,The prince designs a city with the plow;
5165,The lots their sev’ral tenements allow.
5166,"This part is nam’d from Ilium, that from Troy,"
5167,And the new king ascends the throne with joy;
5168,A chosen senate from the people draws;
5169,"Appoints the judges, and ordains the laws."
5170,"Then, on the top of Eryx, they begin"
5171,A rising temple to the Paphian queen.
5172,"Anchises, last, is honour’d as a god;"
5173,"A priest is added, annual gifts bestow’d,"
5174,And groves are planted round his blest abode.
5175,"Nine days they pass in feasts, their temples crown’d;"
5176,And fumes of incense in the fanes abound.
5177,Then from the south arose a gentle breeze
5178,That curl’d the smoothness of the glassy seas;
5179,"The rising winds a ruffling gale afford,"
5180,And call the merry mariners aboard.
5181,"Now loud laments along the shores resound,"
5182,Of parting friends in close embraces bound.
5183,"The trembling women, the degenerate train,"
5184,"Who shunn’d the frightful dangers of the main,"
5185,"Ev’n those desire to sail, and take their share"
5186,Of the rough passage and the promis’d war:
5187,"Whom good Aeneas cheers, and recommends"
5188,To their new master’s care his fearful friends.
5189,On Eryx’s altars three fat calves he lays;
5190,A lamb new-fallen to the stormy seas;
5191,"Then slips his haulsers, and his anchors weighs."
5192,"High on the deck the godlike hero stands,"
5193,"With olive crown’d, a charger in his hands;"
5194,"Then cast the reeking entrails in the brine,"
5195,And pour’d the sacrifice of purple wine.
5196,"Fresh gales arise; with equal strokes they vie,"
5197,"And brush the buxom seas, and o’er the billows fly."
5198,"Meantime the mother goddess, full of fears,"
5199,"To Neptune thus address’d, with tender tears:"
5200,"“The pride of Jove’s imperious queen, the rage,"
5201,"The malice which no suff’rings can assuage,"
5202,"Compel me to these pray’rs; since neither fate,"
5203,"Nor time, nor pity, can remove her hate:"
5204,Ev’n Jove is thwarted by his haughty wife;
5205,"Still vanquish’d, yet she still renews the strife."
5206,As if ’twere little to consume the town
5207,"Which aw’d the world, and wore th’ imperial crown,"
5208,"She prosecutes the ghost of Troy with pains,"
5209,"And gnaws, ev’n to the bones, the last remains."
5210,Let her the causes of her hatred tell;
5211,But you can witness its effects too well.
5212,"You saw the storm she rais’d on Libyan floods,"
5213,That mix’d the mounting billows with the clouds;
5214,"When, bribing Aeolus, she shook the main,"
5215,And mov’d rebellion in your wat’ry reign.
5216,"With fury she possess’d the Dardan dames,"
5217,"To burn their fleet with execrable flames,"
