,ASV_Original,ASV_Paraphrased,BBE_Original
281,"Command Aaron and his sons, saying, This is the law of the burnt-offering: the burnt-offering shall be on the hearth upon the altar all night unto the morning; and the fire of the altar shall be kept burning thereon. 
","the burnt-out offering is on the altar, the fire is on the altar, the fire is on the altar, the fire is on the altar, the fire is on the altar.","Give orders to Aaron and to his sons, saying, This is the law for the burned offering: the offering is to be on the fire-wood on the altar all night till the morning; and the fire of the altar is to be kept burning.
"
282,"And the priest shall put on his linen garment, and his linen breeches shall he put upon his flesh; and he shall take up the ashes whereto the fire hath consumed the burnt-offering on the altar, and he shall put them beside the altar. 
","the priest shall put on his linen robe, and his linen trousers shall be on his body; and he shall take the ashes from the altar.","And the priest is to put on his linen robes and his linen trousers, and take up what is over of the offering after it has been burned on the altar, and put it by the side of the altar.
"
283,"And he shall put off his garments, and put on other garments, and carry forth the ashes without the camp unto a clean place. 
","he will take off his clothes, and put on another dress, and carry the ashes to the clean place.","Then having taken off his linen robes and put on other clothing, he is to take it away into a clean place, outside the tent-circle.
"
284,"And the fire upon the altar shall be kept burning thereon, it shall not go out; and the priest shall burn wood on it every morning: and he shall lay the burnt-offering in order upon it, and shall burn thereon the fat of the peace-offerings. 
","the priest shall burn the altar with fire, and he shall burn the wood on it every morning: and he shall burn the altar.","The fire on the altar is to be kept burning; it is never to go out; every morning the priest is to put wood on it, placing the burned offering in order on it, and there the fat of the peace-offering is to be burned.
"
285,"Fire shall be kept burning upon the altar continually; it shall not go out.
",the altar shall be kept burning constantly; it will not be extinguished.,"Let the fire be kept burning on the altar at all times; it is never to go out.
"
286,"And this is the law of the meal-offering: the sons of Aaron shall offer it before Jehovah, before the altar. 
",the sons of Aaron will be offered before the altar before the altar.,"And this is the law for the meal offering: it is to be offered to the Lord before the altar by the sons of Aaron.
"
287,"And he shall take up therefrom his handful, of the fine flour of the meal-offering, and of the oil thereof, and all the frankincense which is upon the meal-offering, and shall burn it upon the altar for a sweet savor, as the memorial thereof, unto Jehovah. 
","he takes a handful of flour and oil, and all the fragrant oil of the meal, and burns it on the altar.","The priest is to take in his hand some of the meal of the meal offering and of the oil of it, and all the perfume on it, burning it on the altar as a sign, for a sweet smell to the Lord.
"
288,"And that which is left thereof shall Aaron and his sons eat: it shall be eaten without leaven in a holy place; in the court of the tent of meeting they shall eat it. 
","Aaron and his sons shall eat it in the holy place, in the tent of the meeting.","And whatever is over Aaron and his sons may have for their food, taking it without leaven in a holy place; in the open space of the Tent of meeting they may take a meal of it.
"
289,"It shall not be baken with leaven. I have given it as their portion of my offerings made by fire; it is most holy, as the sin-offering, and as the trespass-offering. 
","it is not a leaven, but a part of the offering made by fire, and as a sin-offering.","It is not to be cooked with leaven. I have given it to them as their part of the offerings made by fire to me; it is most holy, as are the sin-offerings and the offerings for error.
"
290,"Every male among the children of Aaron shall eat of it, as his portion for ever throughout your generations, from the offerings of Jehovah made by fire: whosoever toucheth them shall be holy.
","as a part of the offering of the fire, the men of Aaron will eat it, as a part of the whole of the children of Aaron, from the fire of the Lord's fire: whoever touches them will be holy.","Every male among the children of Aaron may have it for food; it is their right for ever through all your generations, from the offerings made by fire to the Lord: anyone touching them will be holy.
"
