,YLT_Original,YLT_Paraphrased,DRA_Original
327,"and they prepare the present until the coming of Joseph at noon, for they have heard that there they do eat bread.
","they prepare the bread for Joseph's arrival at noon, and they have heard that they eat bread.","But they made ready the presents, against Joseph came at noon: for they had heard that they should eat bread there.
"
328,"And Joseph cometh into the house, and they bring to him the present which  in their hand, into the house, and bow themselves to him, to the earth;
","they come to the house, and they bring the present to the house, and they bow to him, to the ground.","Then Joseph came into his house, and they offered him the presents holding them in their hands, and they bowed down with their face to the ground.
"
329,"and he asketh of them of peace, and saith, `Is your father well? the aged man of whom ye have spoken, is he yet alive?'
","""is your father alive?"" He asked, and said, ""Is he alive?"" He asked, and he said, ""He's alive?""","But he, courteously saluting them again, asked them, saying: Is the old man your father in health, of whom you told me? Is he yet living?
"
330,"and they say, `Thy servant our father  well, he is yet alive;' and they bow, and do obeisance.
","""your servant is alive, and he's still alive,"" they say, ""your father is alive."" They bow, and they bow.","And they answered: Thy servant our father is in health, he is yet living. And bowing themselves they made obeisance to him.
"
331,"And he lifteth up his eyes, and seeth Benjamin his brother, his mother's son, and saith, `Is this your young brother, of whom ye have spoken unto me?' and he saith, `God favour thee, my son.'
","""God bless you, my young brother, my son of your mother's, and he says, ""Are you talking to me about your young brother?""","And Joseph lifting up his eyes, saw Benjamin his brother, by the same mother, and said: Is this your young brother, of whom you told me? And he said: God be gracious to thee, my son.
"
332,"And Joseph hasteth, for his bowels have been moved for his brother, and he seeketh to weep, and entereth the inner chamber, and weepeth there;
","he sought his brother, and he was crying, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to cry, and he wanted to","And he made haste because his heart was moved upon his brother, and tears gushed out: and going into his chamber he wept.
"
333,"and he washeth his face, and goeth out, and refraineth himself, and saith, `Place bread.'
","he said, ""Place the bread,"" and he went away, and he said, ""No, no, no, no.""","And when he had washed his face, coming out again, he refrained himself, and said: Set bread on the table.
"
334,"And they place for him by himself, and for them by themselves, and for the Egyptians who are eating with him by themselves: for the Egyptians are unable to eat bread with the Hebrews, for it  an abomination to the Egyptians.
","they're eating with him, and the Egyptians who eat with him, and the Egyptians who eat with them, and the Egyptians who eat with them.","And when it was set on, for Joseph apart, and for his brethren apart, for the Egyptians also that ate with him, apart, (for it is unlawful for the Egyptians to eat with the Hebrews, and they think such a feast profane:):
"
335,"And they sit before him, the first-born according to his birthright, and the young one according to his youth, and the men wonder one at another;
","they sit down, the first born, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young man, the young","They sat before him, the firstborn according to his birthright, and the youngest according to his age. And they wondered very much:
"
336,"and he lifteth up gifts from before him unto them, and the gift of Benjamin is five hands more than the gifts of all of them; and they drink, yea, they drink abundantly with him.","he's got five hands, and he's got a lot of gifts before him, and he's got a lot of them, and he drinks, yes, he drinks.","Taking the messes which they received of him: and the greater mess came to Benjamin, so that it exceeded by five parts. And they drank, and were merry with him."
337,"And to the messenger of the assembly in Sardis write: These things saith he who is having the Seven Spirits of God, and the seven stars: I have known thy works, and that thou hast the name that thou dost live, and thou art dead;
","I know your name, and that you have the name of the Seven Spirits of God, and the seven stars:","And to the angel of the church of Sardis, write: These things saith he, that hath the seven spirits of God, and the seven stars: I know thy works, that thou hast the name of being alive: and thou art dead.
"
